Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature
Helstar,Dark Incarnation (Mother of the Night),20,0.319,0.945,4,-5.512,0,0.0677,0.000128,0.00101,0.381,0.104,124.944,372333,4
Mavis Staples,No Time For Cryin' - Live,36,0.756,0.875,7,-7.132,1,0.0743,0.35,0.00928,0.686,0.753,115.257,322022,4
Billy Ocean,"Get Outta My Dreams, Get into My Car",63,0.666,0.91,4,-6.457,1,0.0399,0.0874,8.41E-06,0.336,0.919,117.14,284373,4
Madness,Our House,66,0.589,0.715,,-6.073,1,0.0401,0.0884,0.00105,0.0559,0.806,120.999,203120,4
Islands,Hallways,40,0.681,0.735,10,-6.984,1,0.0332,0.343,0.00521,0.351,0.725,106.085,173680,4
Jelani Aryeh,Stella Brown,66,0.724,0.48,2,-7.537,1,0.0342,0.211,0.0772,0.289,0.591,125.007,187415,4
Nick Jonas,Selfish,66,0.65,0.714,11,-5.933,1,0.0274,0.124,,0.095,0.427,132.009,187856,4
Selda Baƒücan,Tatlƒ± Dillim,45,0.559,0.325,9,-9.582,1,0.0385,0.987,0.00172,0.131,0.496,98.535,120686,4
Akhlys,Somniloquy,37,0.276,0.938,,-6.351,1,0.124,3.47E-06,0.894,0.585,0.0323,179.923,517746,3
Metro Marrs,Oh Yea,47,0.664,0.561,8,-7.72,0,0.0506,0.145,,0.143,0.489,146.207,144800,4
Against The Current,weapon,64,0.402,0.924,7,-4.089,0,0.156,0.00021,,0.237,0.443,180.075,197209,4
Pinkish Blu,Start a Band,39,0.581,0.812,5,-4.456,1,0.0365,0.0232,,0.0865,0.622,133.992,183539,4
Abby Sage,Smoke Break,31,0.573,0.452,11,-6.642,1,0.0312,0.196,5.64E-06,0.124,0.149,76.014,207353,4
Shire T,Blue Kiss,44,0.633,0.969,7,-6.112,1,0.0581,0.0113,0.654,0.123,0.603,138.946,255760,4
SOPHIE,Ponyboy,50,0.823,0.381,1,-7.372,1,0.0889,0.000497,0.000542,0.14,0.46,107.996,194438,4
Justin Quiles,Loco,68,0.77,0.899,8,-2.981,1,0.0494,0.222,1.14E-06,0.0894,0.851,128.05,231604,4
Eddie Berman,Dancing in the Dark,57,0.463,0.153,2,-14.082,1,0.0385,0.903,1.23E-05,0.152,0.254,73.506,3.98555,4
CAN,I Want More,41,0.806,0.6,9,-11.02,1,0.0535,0.0251,0.187,0.0408,0.932,113.544,214227,4
Taking Back Sunday,A Decade Under The Influence,58,0.491,0.904,9,-4.729,1,0.0765,0.00929,,0.106,0.607,156.031,247760,4
Chernikovskaya Hata,Nochnoe Randevu,50,0.56,0.801,9,-8.789,0,0.0273,0.0385,0.897,0.313,0.834,129.953,208000,4
Eliad,◊ê◊ô◊§◊î ◊ê◊™,42,0.694,0.44,11,-8.191,0,0.0435,0.825,,0.365,0.354,132.036,202925,4
Joe Bonamassa,Cradle Rock,44,0.411,0.91,2,-4.867,1,0.0392,0.000243,0.00082,0.0931,0.613,106.675,230027,4
T. Rex,Hot Love,55,0.565,0.543,11,-8.505,0,0.0376,0.0839,0.0521,0.0867,0.486,130.983,295480,4
Slow Pulp,Steel Birds,39,0.581,0.432,2,-7.305,1,0.0262,0.461,0.00127,0.0972,0.253,140.062,203500,4
The Hives,Walk Idiot Walk,58,0.623,0.947,9,-3.934,1,0.103,0.00386,0.00575,0.582,0.684,146.318,211813,4
Ellie Goulding,Lights - Single Version,65,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,210853,4
The Bravery,Believe,58,0.385,0.949,8,-3.369,1,0.0459,0.00501,2.13E-06,0.113,0.517,166.137,226347,4
Yuck,Get Away,30,0.468,0.693,9,-2.301,1,0.0378,0.00247,0.542,0.236,0.538,133.052,215573,4
Lenny Kravitz,Believe,50,0.73,0.65,5,-8.142,0,0.0354,0.00243,0.0245,0.0445,0.748,120.038,280973,4
Cam,Till There's Nothing Left,71,0.577,0.634,2,-6.905,1,0.0365,0.00339,0.000332,0.209,0.335,75.752,3.258583333,4
The Killers,Run For Cover,62,0.466,0.951,5,-3.314,1,0.125,0.0016,0.00242,0.351,0.499,165.107,222147,4
Shalom Hanoch,◊ê◊ï◊® ◊ô◊©◊®◊ê◊ú◊ô,17,0.53,0.644,,-8.085,0,0.0259,0.551,1.98E-05,0.149,0.286,92.846,284907,4
Mahesh Raghvan,Chinnanchiru Kiliye,22,0.488,0.55,9,-11.406,0,0.0359,0.0241,0.0206,0.129,0.125,181.99,3.291416667,3
Bay Ledges,Stay,36,0.695,0.654,4,-10.254,0,0.0523,0.379,0.149,0.177,0.946,86.016,212093,4
Josh Fudge,FEEL LIKE,58,0.592,0.733,5,-7.09,1,0.0544,0.109,0.201,0.591,0.695,104.977,188143,4
"MAX, Ali Gatie",Butterflies,73,0.7,0.613,11,-4.041,1,0.0408,0.385,,0.0887,0.42,88.084,3.1875,4
Shinedown,Save Me - Acoustic,51,0.6,0.492,11,-6.972,0,0.0284,0.558,,0.244,0.287,116.016,202080,4
Jack Harlow,Tyler Herro,79,0.794,0.756,5,-7.16,0,0.136,0.11,,0.247,0.775,123.066,156498,4
Thundercat,Dragonball Durag,68,0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,181922,4
Roy Rieck,◊©◊†◊ô◊ù,12,0.773,0.759,7,-6.158,1,0.0353,0.15,0.0421,0.74,0.964,112.99,172030,4
Cryptosis,Prospect of Immortality,26,0.409,0.943,6,-6.833,1,0.0961,2.26E-05,0.73,0.216,0.167,134.997,381543,4
Antonio Amaya,Doce cascabeles,13,0.413,0.491,10,-8.164,1,0.0423,0.93,,0.23,0.771,106.825,192120,4
The Lightning Seeds,The Life of Riley,50,0.551,0.919,,-5.771,1,0.046,0.0116,0.00325,0.153,0.68,121.541,245000,4
The Catheters,Nothing,38,0.198,0.964,,-3.874,1,0.21,0.000245,0.00321,0.172,0.191,163.424,214467,4
Robin Trower,Walking Wounded,32,0.546,0.227,10,-12.635,0,0.0317,0.782,0.0858,0.141,0.101,60.037,254145,4
Boxout,ALMA,31,0.354,0.777,4,-6.648,1,0.06,0.0553,0.000383,0.38,0.393,200.139,206400,4
The Isley Brothers,Summer Breeze - Live,27,0.333,0.547,9,-11.288,0,0.0443,0.151,0.0692,0.165,0.473,162.392,624493,4
Echo Collective,The Witching Hour,26,0.0765,0.0521,5,-18.188,0,0.0431,0.826,0.886,0.092,0.0271,80.809,330448,3
Eran Tzur,◊™◊ï◊™◊ô◊ù,14,0.492,0.383,,-11.142,1,0.0273,0.892,1.50E-06,0.203,0.256,98.094,154040,4
Kina Grannis,Somebody Loved,62,0.612,0.107,,-15.867,1,0.0302,0.936,,0.109,0.637,78.393,153105,4
David Bowie,Heroes - 2017 Remaster,75,0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,371413,4
P√©pe,Bridging Mechanics,39,0.469,0.669,2,-9.473,1,0.0494,0.0385,0.529,0.0981,0.245,132.005,358282,4
Vampire Weekend,Oxford Comma,56,0.692,0.717,,-4.226,1,0.0498,0.111,0.00123,0.044,0.973,119.902,195733,4
Westlife,Love Crime,,0.649,0.836,,-5.417,1,0.0284,0.0365,,0.0904,0.816,98.04,3.282883333,4
Alan Walker,Believers,73,0.649,0.69,8,-5.384,0,0.0296,0.0247,,0.161,0.593,104.04,159078,4
Garbage,I Think I'm Paranoid - 2018 - Remaster,54,0.557,0.762,,-7.487,1,0.0323,0.000751,0.0406,0.43,0.514,113.888,218135,4
No Doubt,It's My Life,47,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316,225867,4
Good Charlotte,The Anthem,74,0.494,0.939,1,-3.127,1,0.126,0.00666,,0.139,0.893,177.751,175093,4
Crisix,World in a World,28,0.408,0.987,1,-3.663,0,0.153,0.000125,0.0565,0.434,0.389,104.966,256880,4
Proxy,Raven,11,0.345,0.698,1,-8.214,1,0.171,0.00735,0.872,0.14,0.0395,127.992,354129,4
Nathan Goshen,◊û◊™◊í◊¢◊í◊¢◊™,50,0.598,0.346,1,-7.23,0,0.0463,0.0339,,0.534,0.185,137.516,181802,4
Phoebe Bridgers,Kyoto (Copycat Killer Version),50,0.149,0.299,11,-11.163,1,0.0351,0.92,0.00197,0.202,0.273,83.734,181213,5
The Verve,Slide Away - 2016 Remastered,41,0.306,0.635,2,-7.566,1,0.032,0.017,0.323,0.0769,0.221,150.1,243453,4
Routine,Cady Road,43,0.498,0.731,2,-7.25,1,0.0243,0.128,0.0489,0.156,0.6,97.055,190696,4
YUNGBLUD,cotton candy,8,0.624,0.451,2,-5.397,1,0.0303,0.394,,0.071,0.551,119.971,129256,4
The Hives,Main Offender,50,0.43,0.954,,-4.541,1,0.105,0.261,0.00262,0.155,0.79,135.96,153160,4
"Doja Cat, The Weeknd",You Right,89,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,3.10288333,4
No Somos Marineros,Gemelos C√≥ctel,30,0.586,0.59,4,-8.834,1,0.0333,0.456,0.85,0.152,0.264,147.141,231640,5
Suicidal Tendencies,Trip at the Brain,43,0.299,0.914,4,-12.181,0,0.0479,0.00107,0.0121,0.102,0.637,103.465,271373,4
MaidaVale,(If You Want the Smoke) Be the Fire,30,0.38,0.691,1,-7.79,0,0.0335,0.00156,0.000889,0.104,0.514,83.772,318023,4
Mot√∂rhead,In the Name of Tragedy,53,0.449,0.994,8,-4.836,1,0.0824,0.000106,2.13E-06,0.102,0.447,149.91,183640,4
Ramones,I Wanna Be Sedated - 2002 Remaster,61,0.597,0.96,11,-3.989,1,0.042,0.169,2.89E-05,0.105,0.937,163.017,149467,4
Hardcastle,Mundane,48,0.598,0.751,6,-5.869,1,0.0327,0.0299,1.64E-06,0.139,0.671,120.033,187768,4
Department S,Is Vic There?,39,0.488,0.744,9,-13.597,0,0.0455,0.00201,0.00831,0.312,0.759,149.43,186773,4
The Coral,Dreaming of You,65,0.441,0.684,9,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,141000,4
Mississippi John Hurt,Coffee Blues,43,0.611,0.0785,9,-20.543,1,0.0503,0.964,0.00014,0.0903,0.763,104.233,227733,4
Blood Command,Saturday City,32,0.506,0.954,,-5.126,1,0.0835,0.0003,7.28E-06,0.332,0.404,129.929,252000,4
Shannon Shaw,Broke My Own,35,0.492,0.736,9,-5.134,0,0.0318,0.00376,0.000386,0.128,0.555,122.442,179387,4
Silent Child,Fuck You,64,0.617,0.557,10,-5.931,0,0.0381,0.155,2.87E-05,0.48,0.355,143.912,183333,4
Ed Sheeran,Candle In The Wind - 2018 Version,61,0.549,0.449,4,-10.479,1,0.0455,0.732,,0.117,0.506,76.028,3.31295,5
Dayglow,Balcony,,0.702,0.827,11,-5.588,0,0.0778,0.000381,0.568,0.0333,0.977,150.019,151267,4
Joan Jett & The Blackhearts,Do You Wanna Touch Me (Oh Yeah),54,0.572,0.836,11,-3.159,1,0.0867,0.0247,0.000221,0.159,0.726,127.667,226520,4
Sea Girls,Do You Really Wanna Know?,49,0.661,0.658,4,-5.859,1,0.0402,0.00302,,0.862,0.813,119.978,178600,4
Mako,Smoke Filled Room - Acoustic Session,31,0.735,0.43,9,-9.532,1,0.0349,0.573,,0.111,0.522,129.942,3.161,4
Ozzy Osbourne,It's A Raid (feat. Post Malone),50,0.472,0.996,1,-0.578,1,0.16,0.00687,,0.392,0.114,117.004,260017,4
Avril Lavigne,Complicated,78,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,244507,4
Good Charlotte,Last December,56,0.408,0.949,8,-3.187,0,0.168,0.000142,5.42E-06,0.26,0.341,155.124,189060,4
Fabio Rock,Queens of Terror,27,0.648,0.813,8,-5.064,1,0.0397,0.131,0.00155,0.116,0.484,125.153,194116,4
Reverend And The Makers,Heavyweight Champion of the World,56,0.546,0.838,9,-2.406,1,0.0407,0.00606,2.70E-05,0.104,0.761,132.969,205227,4
Hanan Ben Ari,◊™◊ï◊™◊ô◊ù,40,0.667,0.865,5,-4.771,1,0.2,0.0257,,0.25,0.849,104.831,240632,4
MC5,Kick out the Jams,39,0.329,0.806,1,-11.925,1,0.0596,0.0565,0.21,0.355,0.619,142.625,181760,4
TOTO,Rosanna,71,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,5.52,4
payton,3AM,54,0.649,0.623,,-7.316,1,0.0314,0.282,,0.111,0.426,120.067,165030,4
Dua Saleh,cat scratch,40,0.406,0.484,7,-9.195,1,0.101,0.503,,0.652,0.265,75.067,119261,4
Fountains Of Wayne,Hey Julie,54,0.739,0.554,7,-5.668,1,0.0363,0.39,,0.0785,0.978,137.013,156933,4
Cage The Elephant,Broken Boy (feat. Iggy Pop),51,0.492,0.939,6,-3.501,0,0.118,0.00247,0.0021,0.131,0.484,166.03,163208,4
Billie Eilish,Happier Than Ever,83,0.332,0.225,,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,4.98165,3
Sanford Clark,Lonesome For A Letter,23,0.698,0.608,7,-9.719,1,0.0361,0.186,0.00147,0.261,0.635,109.893,112693,4
Canned Heat,On The Road Again,60,0.466,0.182,9,-19.537,1,0.0457,0.879,0.0556,0.341,0.216,128.811,199640,4
Hadag Nahash,◊î◊õ◊ú ◊ô◊°◊™◊ì◊®,31,0.618,0.945,7,-4.583,1,0.102,0.00132,2.07E-05,0.333,0.666,89.981,277093,4
Phil Vassar,Just Another Day In Paradise,61,0.596,0.706,2,-5.562,1,0.0261,0.359,,0.36,0.705,146.095,3.898,4
Long Blue Light,Leif Vollebekk,63,0.552,0.485,9,-9.111,1,0.0332,0.517,0.106,0.164,0.51,71.548,3.336216667,4
Beyond The Black,Heart of the Hurricane,44,0.491,0.833,2,-5.743,0,0.0422,4.69E-05,,0.294,0.334,140.005,219998,4
Cage The Elephant,Mess Around,61,0.423,0.931,11,-5.225,0,0.0539,0.0119,0.00104,0.629,0.61,150.385,173173,4
Jets To Brazil,Chinatown,45,0.443,0.415,9,-8.808,1,0.0294,0.00464,0.00123,0.125,0.239,122.522,335933,4
Girafot,◊ô◊© ◊ú◊ï ◊ë◊ó◊ï◊®◊ï◊™ ◊õ◊û◊ï ◊û◊ô◊ù,30,0.509,0.474,8,-11.636,0,0.0546,0.516,0.000185,0.183,0.491,110.109,180813,4
Khruangbin,Time (You and I),65,0.751,0.49,11,-13.679,1,0.0453,0.00932,0.145,0.0725,0.925,105.407,342189,4
Richie Kotzen,Make It Easy,37,0.505,0.908,5,-4.717,0,0.0561,3.71E-05,0.0092,0.207,0.494,123.928,204733,4
The Dandy Warhols,Mohammed,39,0.523,0.698,,-8.265,1,0.0319,0.017,0.8,0.203,0.235,102.11,320467,4
YONAKA,Call Me a Saint,56,0.503,0.685,9,-6.48,0,0.0423,0.0421,,0.0674,0.508,146.997,200067,4
Oceanhoarse,One with the Gun,35,0.4,0.947,7,-5.327,1,0.0525,1.21E-06,0.809,0.216,0.277,89.439,190430,4
The Revisit Project,Transition,15,0.628,0.59,7,-7.47,0,0.0487,0.295,0.829,0.137,0.436,86.049,350930,4
Cary Morin,When the Levee Breaks (feat. Jean Jacques Milteau),41,0.73,0.211,,-12.914,1,0.0497,0.872,0.19,0.116,0.76,104.472,198387,4
"Darshan Raval, Rochak Kohli",Ek Ladki Ko Dekha Toh Aisa Laga,32,0.537,0.604,10,-7.576,1,0.054,0.757,,0.322,0.41,173.915,2.5862,4
"Sarthak Kalyani, Satyansh Rajat",Ab Jaane Ki Zid Na Karo,22,0.646,0.588,7,-9.429,1,0.108,0.745,0.000149,0.102,0.143,95.018,3.029516667,4
Sudan Archives,Iceland Moss - A COLORS SHOW,40,0.64,0.437,4,-9.796,0,0.0331,0.225,,0.0796,0.15,80.007,211875,4
Limp Bizkit,My Way,71,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68E-06,0.683,0.609,97.225,272973,4
Trois Amis,When You Are Around,59,0.559,0.194,8,-16.927,1,0.0412,0.909,0.852,0.132,0.169,84.095,3.19245,4
Pit Pony,Dutch Courage,25,0.117,0.916,1,-3.281,1,0.0723,1.39E-05,0.0992,0.219,0.423,151.886,270205,4
Idan Amedi,◊û◊®◊§◊°◊™,29,0.514,0.63,5,-9.018,1,0.0329,0.316,4.22E-05,0.119,0.54,89.947,253107,4
Catch Your Breath,Ricochet,42,0.403,0.971,2,-4.947,1,0.288,0.000182,0.000439,0.152,0.147,200.073,186000,4
Wendy Marcini,It's Your Smile,52,0.274,0.351,8,-12.784,1,0.0362,0.957,0.547,0.126,0.128,59.043,2.932866667,4
Still Woozy,Window,71,0.714,0.483,4,-9.378,0,0.195,0.436,2.30E-05,0.28,0.67,91.025,139293,4
Spare Parts For Broken Hearts,Big Win,24,0.491,0.71,7,-9.06,1,0.0307,0.000981,4.60E-05,0.228,0.418,122.003,205687,4
Midnight Oil,First Nation (feat. Jessica Mauboy & Tasman Keith),31,0.65,0.747,9,-6.691,0,0.0283,0.0291,7.98E-05,0.45,0.256,108.013,291507,4
AC/DC,You Shook Me All Night Long,80,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
Lilith Czar,King,47,0.439,0.726,4,-6.53,0,0.042,0.000518,0.000835,0.0857,0.403,99.054,207386,4
"Kishore Kumar, Asha Bhosle",Yeh Raaten Yeh Mausam,12,0.505,0.216,4,-12.355,0,0.0508,0.976,1.64E-06,0.146,0.709,148.791,3.352666667,3
Wake Up Hate,Feel Free to Miss Me,45,0.522,0.977,5,-2.586,0,0.18,0.00165,,0.799,0.495,89.946,148419,4
The Lazy Eyes,Where's My Brain??? - Edit,33,0.551,0.831,9,-5.922,1,0.141,0.064,0.0798,0.323,0.619,176.091,184428,4
Jack Grace,Redemption,,0.562,0.49,5,-12.356,0,0.0656,0.733,0.457,0.083,0.437,174.956,182029,4
The Sunday Estate,Fight Me,36,0.493,0.763,2,-5.603,1,0.0344,5.19E-05,2.01E-05,0.0986,0.215,127.948,241691,4
Kishore Kumar,Meet Na Mila Re Man Ka,24,0.523,0.492,6,-12.688,1,0.0707,0.832,3.80E-05,0.126,0.781,81.663,4.33845,4
Josiah and the Bonnevilles,Appalachia,38,0.419,0.662,2,-6.976,1,0.0296,0.172,0.00022,0.211,0.594,83.906,252813,4
Ministry,Jesus Built My Hotrod,54,0.541,0.91,,-5.114,1,0.0529,4.33E-06,0.597,0.79,0.397,125.076,292587,3
"Johann Sebastian Bach, Hilary Hahn","Violin Partita No. 3 in E Major, BWV 1006: III. Gavotte en rondeau",26,0.456,0.108,4,-16.453,1,0.0565,0.989,0.00272,0.142,0.804,111.851,3.267333333,3
Arcade Fire,Rebellion (Lies),65,0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,310893,4
blink-182,Feeling This,66,0.411,0.962,4,-5.952,1,0.0917,0.103,,0.529,0.622,173.143,172646,4
"Morgan Wallen, Florida Georgia Line",Up Down (feat. Florida Georgia Line),72,0.589,0.882,6,-3.039,1,0.035,0.0813,,0.146,0.793,129.915,3.28755,4
BarbWalters,Lovin' You,31,0.597,0.901,1,-5.061,1,0.419,0.0644,0.0131,0.13,0.427,126.012,228571,4
AB6IX,SURREAL - Alternative Rock Mix,31,0.445,0.861,10,-4.045,0,0.0876,0.0644,,0.0986,0.549,153,217494,4
Tyler Leads,Hellhounds,27,0.293,0.978,5,-4.882,1,0.087,5.51E-05,0.00604,0.518,0.514,141.714,174378,4
Jade Bird,Uh Huh,54,0.584,0.81,11,-3.092,1,0.0406,0.0188,,0.313,0.57,119.859,142444,4
Jace Everett,Bad Things,49,0.591,0.864,4,-4.706,0,0.0399,0.0446,0.00571,0.279,0.728,131.006,164440,4
'Til Tuesday,Voices Carry,58,0.583,0.574,,-9.044,1,0.0239,0.0282,2.14E-06,0.114,0.578,104.995,263573,4
Sturgill Simpson,All Around You,47,0.312,0.562,9,-6.495,1,0.0298,0.123,0.173,0.136,0.514,185.725,215693,3
Visions,José González,53,0.516,0.243,2,-11.832,1,0.0319,0.872,0.00598,0.0999,0.204,97.526,3.92955,4
Everything Everything,Big Climb,41,0.656,0.599,2,-8.314,1,0.0684,0.00966,1.36E-06,0.0681,0.301,104.998,234067,4
breathe again,Joy Oladokun,13,0.323,0.142,,-11.612,1,0.036,0.93,4.26E-05,0.106,0.22,78.347,3.823783333,4
blink-182,On Some Emo Shit,53,0.475,0.826,11,-6.121,0,0.0532,0.0222,,0.659,0.422,167.071,189693,4
Westlife,Take Me There,37,0.673,0.77,11,-4.071,1,0.0344,0.608,,0.113,0.565,117.116,3.431116667,4
Flobots,Handlebars,62,0.704,0.571,5,-7.136,1,0.0969,0.0222,,0.101,0.524,141.888,206813,4
Kenny Rogers,Lucille - 2006 Digital Remaster,,0.65,0.286,5,-15.878,1,0.0345,0.412,,0.133,0.418,142.236,3.656,3
PUP,Kids,39,0.783,0.693,10,-7.764,0,0.0972,0.131,0.881,0.0171,0.854,108.022,345528,4
Gordi,Dino's,40,0.591,0.745,7,-4.921,1,0.0405,0.0111,6.89E-05,0.134,0.334,130.985,191282,4
Lime Cordiale,On Our Own,57,0.705,0.692,9,-7.271,1,0.0303,0.00149,0.000193,0.137,0.772,125.933,216636,4
Weezer,The Good Life,54,0.539,0.893,6,-4.566,1,0.0423,0.14,,0.339,0.683,135.76,257000,4
Lonestar,Amazed,61,0.557,0.553,1,-7.954,1,0.0319,0.247,,0.125,0.253,139.821,3.999783333,4
Deep Purple,Perfect Strangers,66,0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,328427,4
Piebald,Grace Kelly With Wings,28,0.316,0.885,9,-3.412,0,0.221,0.0106,0.000332,0.0964,0.298,77.775,325520,4
Tommy McClennan,Travellin' Highway Man,24,0.664,0.174,,-16.829,1,0.117,0.912,1.85E-05,0.106,0.625,114.867,180140,4
Baird,Beluga v2 (feat. Berhana),52,0.719,0.715,4,-6.549,0,0.0758,0.0849,0.00582,0.142,0.393,87.922,155455,4
Kink Gong,Bamboo Chicken,9,0.248,0.491,5,-15.27,0,0.0954,0.277,0.11,0.424,0.481,172.917,253455,4
Guess Again,Jeff Tweedy,49,0.645,0.658,,-5.87,1,0.0272,0.054,0.367,0.106,0.509,122.521,3.289783333,4
SD Muni,Same Bros,50,0.864,0.631,5,-6.924,0,0.381,0.225,,0.166,0.699,144.066,173333,4
The Teskey Brothers,Forever You and Me,58,0.509,0.467,8,-4.94,1,0.0331,0.436,9.98E-06,0.0971,0.538,175.159,175593,3
The Strokes,Reptilia,75,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,219827,4
DMX,Ruff Ryders' Anthem,2,0.86,0.795,10,-3.89,0,0.272,0.0438,,0.0493,0.695,91.029,212053,4
Prince,When Doves Cry,71,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45E-05,0.443,0.84,126.47,5.88176667,4
Van Morrison,Into the Mystic - 2013 Remaster,72,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,3.42688333,4
Ferm√≠n Echeveste,Mutantes,,0.59,0.663,7,-8.035,1,0.031,0.231,0.27,0.143,0.639,160.025,238125,4
Darkthrone,Transilvanian Hunger - Studio,47,0.267,1,4,-4.92,0,0.135,0.016,0.447,0.45,0.0215,138.616,369760,4
Joji,MODUS,67,0.738,0.533,7,-7.617,1,0.0492,0.183,0.000252,0.115,0.262,132.008,207265,4
Red Sun Rising,Emotionless,40,0.57,0.702,3,-6.22,0,0.0331,0.000703,0.0361,0.112,0.539,91.972,262733,4
Yves Tumor,Gospel For A New Century,60,0.565,0.726,,-6.715,1,0.0548,0.00181,3.06E-06,0.103,0.715,178.078,198627,4
Converge,Under Duress,33,0.348,0.941,1,-4.155,1,0.0903,3.27E-06,0.786,0.0559,0.184,139.467,222884,3
Trousdale,Wouldn't It Be Nice,46,0.586,0.269,7,-7.672,1,0.0262,0.885,,0.0906,0.257,105.809,2.78541667,4
Parkway Drive,Wild Eyes,59,0.299,0.99,6,-3.498,1,0.156,0.000732,0.000405,0.165,0.197,110.313,258587,4
Unida,Left Us To Mold,36,0.214,0.942,5,-3.928,0,0.157,0.000359,0.708,0.0942,0.391,130.433,346117,4
Sophia Holmes Band,Deed I Do,43,0.547,0.299,,-14.633,1,0.033,0.981,0.92,0.142,0.576,81.407,3.424133333,4
Ms. Lauryn Hill,"Guarding The Gates - From ""Queen & Slim: The Soundtrack""",48,0.322,0.74,11,-6.393,1,0.117,0.127,,0.361,0.317,148.604,360312,4
Quivers,Gutters Of Love,15,0.517,0.503,2,-8.642,1,0.0311,0.0117,0.105,0.129,0.548,121.217,244453,4
Social Distortion,Ring of Fire,55,0.336,0.942,5,-9.252,0,0.0492,0.0114,0.0291,0.0833,0.703,179.874,230773,4
Westlife,Swear It Again - Radio Edit,13,0.626,0.532,9,-7.205,1,0.0275,0.296,,0.123,0.33,130.071,4.132216667,4
Glass Animals,Your Love (D√©j√† Vu),63,0.854,0.671,7,-7.158,1,0.0543,0.019,0.383,0.105,0.631,107.994,234372,4
JoeVille,It's Whatever (feat. KenTheMan),,0.898,0.586,8,-7.416,1,0.276,0.001,,0.115,0.499,149.998,194432,4
The Beach Boys,God Only Knows - Remastered 1997 / Mono,71,0.521,0.487,6,-7.525,0,0.0299,0.253,,0.0579,0.483,117.072,173040,4
Ayreon,Computer Eyes,42,0.501,0.69,4,-7.635,0,0.0314,0.00572,0.000805,0.16,0.0492,96.988,436973,4
Wheel,Movement,35,0.523,0.81,1,-5.717,1,0.0474,0.000676,0.547,0.243,0.185,128.915,264003,4
Adrian Younge,Revolutionize,18,0.509,0.874,11,-4.515,0,0.0437,0.0687,2.20E-05,0.431,0.692,136.051,202033,4
Pop Evil,Survivor,,0.606,0.749,2,-5.983,1,0.0289,0.00271,4.15E-06,0.0609,0.408,90.046,242424,4
Velvet Revolver,Fall to Pieces,63,0.464,0.887,6,-4.65,1,0.0499,0.000429,0.333,0.126,0.23,132.759,271240,4
Van Halen,Love Walks In,57,0.2,0.434,9,-14.274,0,0.0294,0.263,,0.117,0.37,83.876,310933,4
The Goon Sax,In the Stone,36,0.649,0.798,11,-5.589,0,0.0264,0.136,0.00376,0.269,0.792,111.941,247051,4
Fear Factory,Cars,,0.734,0.726,2,-5.007,1,0.042,0.00594,0.0175,0.0738,0.715,128.021,221400,4
Tayla Parx,Residue,39,0.908,0.4,5,-8.34,0,0.29,0.569,,0.11,0.597,105.063,146333,4
Gary Clark Jr.,The Healing - Live,39,0.344,0.56,7,-8.363,0,0.031,0.222,0.00141,0.679,0.345,89.193,338227,4
"KK, Dominique",Tadap Tadap,46,0.468,0.462,2,-10.661,1,0.127,0.514,4.14E-06,0.162,0.161,160.307,6.62955,3
DIIV,Under the Sun,54,0.552,0.851,2,-6.229,1,0.033,0.00143,0.774,0.131,0.938,154.962,227000,4
R.E.M.,Pop Song 89 - Remastered,45,0.608,0.679,2,-10.808,1,0.0314,0.0023,0.00048,0.0591,0.961,128.024,184933,4
MAGIC!,Rude,81,0.773,0.758,1,-4.993,1,0.0381,0.0422,,0.305,0.925,144.033,224840,4
Exodus,Low Rider - War Cover,38,0.413,0.973,6,-5.776,0,0.135,3.46E-05,0.71,0.104,0.684,158.193,164880,4
Nine Inch Nails,The Hand That Feeds,58,0.587,0.99,,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,211680,4
Adele,Someone Like You,80,0.556,0.319,9,-8.251,1,0.0281,0.893,,0.0996,0.294,135.187,285240,4
Sjowgren,Human Condition,46,0.561,0.798,10,-4.619,0,0.0389,0.0219,0.217,0.109,0.422,93.028,131619,4
